carid,tradeTime,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,registerDate,licenseDate,country,makertype,modelyear,displacement,gearbox,oiltype,newprice,aF1,aF2,aF3,aF4,aF5,aF6,aF7,aF8,aF9,aF10,aF11,aF13,aF14,aF15,aF12_1,aF12_2,aF12_3,timespan
28.0,1.0,2.2338709677419355,1.173354735152488,1.0190842692217075,2.690786516853932,3.0,1.0,1.0,2.125,4.857142857142858,7.75,7.600000000000136,1.900000000023283,10.0,7.5,2.867924528301887,3.8421052631578947,1.0,2.187776793622675,1.0,3.9999999999999996,2.125,1.165537270087125,2.017857142857143,3.25,9.35714285714289,2.2857142857142856,10.0,10.0,3.25,7.0,4.0,10.0,7.038258164852255,5.299856527977045,3.987654320987655,3.4
29.0,1.0,2.306451612903226,1.180577849117175,1.0197910940076966,1.095056179775281,6.0,1.4736842105263157,6.4,1.0,4.857142857142858,9.4375,9.400000000000091,2.800000000046566,1.0,8.5,2.867924528301887,4.078947368421052,1.0,1.3217132734404657,1.0,5.8,2.125,1.1742497579864473,1.4285714285714284,4.0,9.35714285714289,2.2857142857142856,7.0,5.5,1.0,8.799999999999955,4.0,10.0,8.600311041990668,6.66857962697274,8.530864197530864,1.6
30.0,1.0,2.379032258064516,1.187800963081862,1.0204979187936858,2.2923595505617977,1.0,1.0,2.8,1.0,4.857142857142858,5.5,5.7999999999999545,1.900000000023283,10.0,5.5,4.566037735849057,4.315789473684211,1.0,2.483866885992661,1.0,2.1999999999999997,2.125,2.8616367553242212,2.071428571428571,1.0,9.35714285714289,1.0,10.0,5.5,5.5,5.2000000000000455,4.0,10.0,6.131259720062209,5.4548063127690085,6.098765432098766,5.2
35.0,1.0,1.5080645161290323,1.223916532905297,1.0240320427236316,1.3539325842696628,2.0,1.1578947368421053,1.0,1.0,7.428571428571429,8.3125,8.200000000000045,1.900000000023283,5.5,7.5,2.867924528301887,2.4210526315789473,1.0,1.8600847779324308,1.0,7.0,2.125,1.0871248789932237,1.4821428571428572,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,7.600000000000136,4.0,10.0,7.561741835147744,7.378766140602583,7.135802469135804,2.8
36.0,1.0,2.2338709677419355,1.231139646869984,1.0247388675096207,5.239101123595505,5.0,1.0,4.6000000000000005,2.125,4.857142857142858,1.5625,1.6000000000001364,1.900000000023283,5.5,1.5,2.867924528301887,1.473684210526316,1.0,1.8626470960394785,1.0,3.9999999999999996,2.125,1.2090997095837368,2.1785714285714284,1.75,2.285714285714448,1.0,7.0,10.0,3.25,7.0,1.0,10.0,6.108864696734059,5.157819225251075,2.7901234567901234,9.4
37.0,1.0,1.0725806451612903,1.238362760834671,1.02544569229561,2.3934831460674157,1.0,1.0,1.0,1.0,7.428571428571429,7.75,8.200000000000045,1.900000000023283,5.5,7.5,2.867924528301887,1.473684210526316,1.0,1.837023914968999,1.0,2.1999999999999997,2.125,1.2178121974830591,2.2321428571428568,1.0,9.35714285714289,1.0,10.0,5.5,3.25,7.0,4.0,10.0,7.046656298600311,6.552367288378765,6.481481481481481,2.8
39.0,1.0,1.1451612903225805,1.014446227929374,1.0268593418675882,1.8191011235955055,1.0,1.1578947368421053,1.0,1.0,4.857142857142858,6.625,6.400000000000091,5.5,5.5,6.5,2.867924528301887,1.473684210526316,1.0,1.6064152853346831,1.0,2.1999999999999997,2.125,1.0174249757986447,1.1071428571428572,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,6.400000000000091,4.0,10.0,7.11104199066874,6.552367288378765,6.6543209876543195,4.6
42.0,1.0,1.3629032258064515,1.267255216693419,1.0289798162255557,2.941573033707865,1.0,1.631578947368421,2.8,1.0,4.857142857142858,5.5,5.2000000000000455,2.800000000046566,1.0,5.5,2.5283018867924527,2.1842105263157894,1.0,1.1711059091484246,1.0,3.4,2.125,1.2439496611810261,1.2678571428571428,1.0,9.35714285714289,1.0,10.0,5.5,1.0,5.2000000000000455,4.0,10.0,6.1676516329704505,5.364418938307029,6.234567901234566,5.8
43.0,1.0,1.5080645161290323,1.274478330658106,1.0296866410115448,3.1883146067415726,2.0,1.0,2.8,1.0,4.857142857142858,4.375,4.600000000000136,1.900000000023283,5.5,5.0,2.867924528301887,1.473684210526316,1.0,1.7117550297355435,1.0,3.4,2.125,2.8616367553242212,1.4821428571428572,1.0,9.35714285714289,1.0,10.0,5.5,3.25,4.0,4.0,10.0,6.122861586314151,5.054519368723099,6.049382716049383,6.3999999999999995
44.0,1.0,2.088709677419355,1.281701444622793,1.030393465797534,3.7283146067415727,4.0,1.631578947368421,2.8,1.0,4.857142857142858,4.375,4.600000000000136,4.599999999976717,5.5,4.0,2.1886792452830193,4.7894736842105265,1.0,1.244843730229027,1.0,1.6,2.125,1.2526621490803485,2.392857142857143,1.75,9.35714285714289,1.0,7.0,10.0,3.25,3.400000000000091,1.0,10.0,6.094867807153966,4.228120516499281,3.333333333333332,6.3999999999999995
46.0,1.0,2.814516129032258,1.296147672552167,1.0318071153695123,1.4874157303370785,5.0,1.0,1.0,1.0,4.857142857142858,7.75,7.600000000000136,2.800000000046566,1.0,7.5,2.018867924528302,5.026315789473684,3.25,1.7091927116284955,1.0,3.4,2.125,2.8616367553242212,2.125,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,7.0,4.0,10.0,6.204043545878694,5.648493543758967,6.469135802469136,3.4
47.0,1.0,1.7983870967741935,1.303370786516854,1.0325139401555015,2.1528089887640447,6.0,1.1578947368421053,2.8,1.0,4.857142857142858,7.1875,7.0,4.599999999976717,5.5,7.0,2.018867924528302,3.3684210526315788,1.0,1.1508920663039353,1.0,1.6,2.125,1.2700871248789933,1.6428571428571428,1.75,9.35714285714289,1.0,7.0,5.5,1.0,6.400000000000091,1.0,10.0,6.038880248833593,3.711621233859397,3.481481481481481,4.0
48.0,1.0,1.7983870967741935,1.310593900481541,1.0332207649414906,1.4408988764044943,2.0,1.0,1.0,1.0,4.857142857142858,8.3125,8.200000000000045,4.599999999976717,5.5,7.5,2.867924528301887,5.2631578947368425,1.0,1.6918258889029483,1.0,2.1999999999999997,2.125,1.2787996127783157,1.6428571428571428,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,7.600000000000136,1.0,10.0,6.962674961119751,6.771879483500719,5.864197530864196,2.8
52.0,1.0,2.8870967741935485,1.325040128410915,1.035341239299458,6.021797752808989,2.0,1.3157894736842104,4.6000000000000005,2.125,4.857142857142858,2.6875,2.7999999999999545,1.0,10.0,2.5,4.905660377358491,1.473684210526316,1.0,2.654688093129191,1.0,2.1999999999999997,2.125,1.2962245885769603,2.5,1.0,4.214285714285779,1.0,10.0,5.5,3.25,7.0,1.0,10.0,6.055676516329704,6.35868005738881,6.728395061728396,8.2
53.0,1.0,2.9596774193548385,1.332263242375602,1.0360480640854473,2.2175280898876406,5.0,1.0,2.8,1.0,4.857142857142858,4.9375,4.600000000000136,8.199999999953434,5.5,4.5,2.1886792452830193,2.1842105263157894,1.0,1.176515247374415,1.0,1.6,2.125,1.3049370764762827,2.5535714285714284,1.75,9.35714285714289,1.0,7.0,10.0,1.0,3.400000000000091,1.0,10.0,6.136858475894245,4.615494978479198,3.2716049382716044,6.3999999999999995
54.0,1.0,1.5080645161290323,1.3394863563402888,1.0367548888714364,1.1496629213483145,1.0,1.0,6.4,1.0,4.857142857142858,9.4375,10.0,1.900000000023283,5.5,9.0,2.867924528301887,2.4210526315789473,1.0,1.5241364038972542,1.0,2.1999999999999997,2.125,1.3136495643756052,1.375,1.0,9.35714285714289,1.0,10.0,5.5,3.25,9.400000000000091,1.0,10.0,6.302021772939346,5.713055954088954,5.7407407407407405,1.0
58.0,1.0,3.032258064516129,1.36115569823435,1.039582188015393,3.244943820224719,6.0,1.0,2.8,1.0,4.857142857142858,5.5,5.2000000000000455,1.900000000023283,5.5,5.0,2.018867924528302,2.1842105263157894,1.0,1.096798684044034,1.0,1.6,2.125,1.3397870280735722,2.6071428571428568,1.75,9.35714285714289,1.0,10.0,5.5,1.0,4.600000000000136,4.0,10.0,6.248833592534991,4.550932568149211,3.4567901234567913,5.8
59.0,1.0,1.870967741935484,1.122792937399679,1.0402890128013822,3.2267415730337077,4.0,1.0,2.8,1.0,4.857142857142858,6.0625,5.7999999999999545,5.5,5.5,5.5,2.1886792452830193,1.473684210526316,1.0,1.2792926736682273,1.0,1.6,2.125,2.8616367553242212,1.6964285714285714,1.75,9.35714285714289,1.0,7.0,10.0,3.25,4.600000000000136,4.0,4.235955056179762,6.327216174183514,4.899569583931132,3.481481481481481,5.2
60.0,1.0,1.653225806451613,1.3683788121990368,1.0409958375873714,1.7483146067415731,1.0,1.631578947368421,1.0,1.0,4.857142857142858,8.3125,8.200000000000045,1.900000000023283,5.5,7.5,2.018867924528302,5.5,1.0,1.077154245223333,1.0,1.6,2.125,1.3484995159728945,1.5357142857142856,1.75,9.35714285714289,1.0,10.0,5.5,1.0,7.600000000000136,1.0,10.0,6.254432348367029,5.261119081779054,3.5432098765432087,2.8
61.0,1.0,2.9596774193548385,1.332263242375602,1.0417026623733605,2.8991011235955058,1.0,1.0,2.8,2.125,4.857142857142858,4.375,4.0,8.199999999953434,5.5,4.5,2.1886792452830193,4.7894736842105265,1.0,1.244843730229027,1.0,1.6,2.125,1.3049370764762827,2.5535714285714284,1.75,8.071428571428669,1.0,7.0,10.0,1.0,3.400000000000091,4.0,10.0,6.136858475894245,4.615494978479198,3.2716049382716044,7.0
62.0,1.0,1.7983870967741935,1.375601926163724,1.0424094871593497,2.9274157303370782,2.0,1.631578947368421,1.0,1.0,4.857142857142858,7.75,7.600000000000136,4.599999999976717,5.5,7.0,2.867924528301887,3.3684210526315788,1.0,1.4071238770087309,1.0,3.4,2.125,1.3572120038722169,1.6428571428571428,1.0,9.35714285714289,1.0,10.0,5.5,3.25,7.0,1.0,10.0,6.290824261275272,5.196556671449066,6.049382716049383,3.4
63.0,1.0,1.1451612903225805,1.3828250401284108,1.0431163119453388,4.887191011235955,5.0,1.1578947368421053,2.8,1.0,7.428571428571429,4.375,4.0,5.5,5.5,3.0,3.3773584905660377,1.473684210526316,1.0,1.5210046817664178,1.0,7.6,2.125,1.3659244917715392,1.1071428571428572,4.75,9.35714285714289,1.0,10.0,5.5,3.25,7.0,1.0,10.0,6.780715396578538,6.35868005738881,5.493827160493826,7.0
69.0,1.0,2.741935483870968,1.4261637239165328,1.0473572606612738,2.069887640449438,6.0,1.0,1.0,2.125,4.857142857142858,6.0625,6.400000000000091,2.800000000046566,1.0,6.0,2.1886792452830193,4.7894736842105265,1.0,1.159717828672656,1.0,1.0,2.125,1.3920619554695064,2.446428571428571,1.0,6.14285714285711,1.0,10.0,5.5,1.0,5.2000000000000455,4.0,10.0,5.101088646967341,5.067431850789095,5.864197530864196,4.6
70.0,1.0,3.1048387096774195,1.43338683788122,1.048064085447263,2.377303370786517,1.0,1.0,1.0,2.125,4.857142857142858,8.3125,8.200000000000045,7.300000000046566,5.5,8.0,2.867924528301887,1.473684210526316,1.0,1.7775211944831075,1.0,3.9999999999999996,2.125,1.4007744433688287,2.6607142857142856,1.75,9.35714285714289,2.2857142857142856,7.0,5.5,3.25,7.600000000000136,1.0,10.0,6.654743390357698,5.790530846484934,3.530864197530864,2.8
71.0,1.0,2.161290322580645,1.4406099518459068,1.048770910233252,2.0719101123595505,1.0,1.1578947368421053,1.0,1.0,7.428571428571429,7.1875,7.0,2.800000000046566,1.0,7.0,2.018867924528302,3.6052631578947367,1.0,1.2280463115272682,1.0,2.1999999999999997,2.125,1.409486931268151,1.9642857142857142,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,7.0,4.0,10.0,6.990668740279938,5.648493543758967,6.481481481481481,4.0
73.0,1.0,1.7258064516129032,1.447833065810594,1.0494777350192412,3.459325842696629,1.0,1.3157894736842104,2.8,2.125,4.857142857142858,6.625,6.400000000000091,1.900000000023283,5.5,6.5,2.867924528301887,2.4210526315789473,1.0,1.9002277616095151,1.0,3.9999999999999996,2.125,2.8616367553242212,1.5892857142857142,1.75,6.785714285714448,2.2857142857142856,7.0,10.0,3.25,5.7999999999999545,1.0,10.0,6.783514774494556,5.27403156384505,3.012345679012345,4.6
77.0,1.0,2.0161290322580645,1.151685393258427,1.052305034163198,2.1932584269662923,1.0,1.4736842105263157,1.0,1.0,4.857142857142858,7.75,7.600000000000136,2.800000000046566,1.0,7.5,2.018867924528302,1.473684210526316,1.0,1.3046311527268126,1.0,3.4,2.125,1.1481122942884803,1.8571428571428572,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,1.0,7.0,4.0,10.0,6.080870917573872,5.609756097560975,6.333333333333332,3.4
80.0,1.0,1.7983870967741935,1.14446227929374,1.0544255085211656,5.034831460674158,7.0,1.631578947368421,2.8,2.125,4.857142857142858,4.375,4.0,4.599999999976717,5.5,4.5,1.679245283018868,5.973684210526316,1.0,1.1508920663039353,1.0,2.8,2.125,1.4443368828654406,1.8035714285714284,2.5,7.4285714285715585,1.0,10.0,5.5,3.25,4.0,4.0,10.0,4.373250388802488,3.5824964131994257,4.074074074074073,7.0
81.0,1.0,1.870967741935484,1.4695024077046548,1.0551323333071547,2.142696629213483,4.0,1.0,2.8,1.0,4.857142857142858,4.9375,4.600000000000136,5.5,5.5,5.0,2.867924528301887,1.473684210526316,1.0,1.407408579020625,1.0,3.9999999999999996,2.125,1.453049370764763,1.6964285714285714,1.75,9.35714285714289,1.0,7.0,10.0,3.25,4.600000000000136,4.0,10.0,7.0858475894245725,5.635581061692971,3.419753086419753,6.3999999999999995
82.0,1.0,1.2903225806451613,1.476725521669342,1.0558391580931439,2.50876404494382,5.0,1.3157894736842104,1.0,1.0,4.857142857142858,6.625,7.0,5.5,5.5,6.5,2.1886792452830193,1.473684210526316,1.0,1.4358787802100468,1.0,3.9999999999999996,2.125,1.4617618586640853,1.2142857142857142,1.75,9.35714285714289,2.2857142857142856,7.0,10.0,3.25,5.7999999999999545,1.0,10.0,7.013063763608088,5.661406025824963,3.567901234567902,4.0
83.0,1.0,2.596774193548387,1.3972712680577848,1.056545982879133,2.0840449438202246,1.0,1.0,1.0,1.0,4.857142857142858,8.3125,8.799999999999955,8.199999999953434,5.5,7.5,2.5283018867924527,1.473684210526316,1.0,1.3501834746298873,1.0,3.9999999999999996,2.125,2.8616367553242212,2.2857142857142856,1.75,9.35714285714289,1.0,7.0,10.0,3.25,7.600000000000136,4.0,10.0,6.640746500777604,5.196556671449066,3.3950617283950635,2.2
84.0,1.0,2.596774193548387,1.3972712680577848,1.0572528076651222,2.8,1.0,1.0,2.8,1.0,4.857142857142858,6.625,6.400000000000091,1.900000000023283,5.5,6.0,2.5283018867924527,1.473684210526316,1.0,1.3501834746298873,1.0,3.9999999999999996,2.125,2.8616367553242212,2.2857142857142856,1.75,9.35714285714289,1.0,10.0,5.5,3.25,5.2000000000000455,4.0,10.0,6.640746500777604,5.196556671449066,3.3950617283950635,4.6
86.0,1.0,3.1774193548387095,1.491171749598716,1.0586664572371005,3.825393258426966,1.0,1.631578947368421,4.6000000000000005,3.25,4.857142857142858,4.375,4.600000000000136,1.900000000023283,5.5,4.5,3.547169811320755,2.1842105263157894,1.0,1.2647728710616222,1.0,2.1999999999999997,2.125,1.4704743465634076,2.7142857142857144,1.0,9.35714285714289,1.0,10.0,5.5,1.0,4.0,4.0,10.0,6.640746500777604,5.842180774748925,7.716049382716051,6.3999999999999995
87.0,1.0,3.25,1.4983948635634028,1.0593732820230897,2.306516853932584,1.0,1.4736842105263157,1.0,1.0,4.857142857142858,7.75,7.600000000000136,4.599999999976717,10.0,7.0,1.8490566037735847,1.473684210526316,1.0,1.2562318107047956,1.0,1.0,2.125,1.47918683446273,2.767857142857143,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,1.0,6.400000000000091,1.0,3.2247191011235827,5.14307931570762,4.615494978479198,5.123456790123456,3.4
91.0,1.0,1.2903225806451613,1.520064205457464,1.0622005811670463,2.306516853932584,2.0,1.3157894736842104,1.0,1.0,4.857142857142858,7.75,7.600000000000136,5.5,5.5,8.0,2.018867924528302,4.552631578947368,1.0,1.5782297861571555,1.0,2.1999999999999997,2.125,1.4966118102613746,1.2142857142857142,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,7.600000000000136,1.0,10.0,6.520373250388802,5.4418938307030125,6.160493827160494,3.4
92.0,1.0,2.306451612903226,1.5272873194221508,1.0629074059530355,3.285393258426966,2.0,1.631578947368421,4.6000000000000005,1.0,4.857142857142858,3.8125,3.400000000000091,2.800000000046566,1.0,3.5,1.679245283018868,2.1842105263157894,1.0,1.0202138428444893,1.0,1.0,2.125,1.5053242981606971,1.4285714285714284,1.0,9.35714285714289,1.0,10.0,5.5,1.0,2.7999999999999545,4.0,10.0,3.65940902021773,2.678622668579628,5.37037037037037,7.6
93.0,1.0,3.3225806451612905,1.534510433386838,1.0636142307390246,1.6330337078651684,6.0,1.631578947368421,1.0,1.0,4.857142857142858,7.75,7.600000000000136,3.699999999953434,5.5,7.5,2.1886792452830193,1.473684210526316,1.0,1.4894027584461598,1.0,3.4,2.125,1.5140367860600195,2.821428571428571,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,3.25,7.0,4.0,10.0,6.080870917573872,5.58393113342898,5.765432098765434,3.4
95.0,1.0,3.3951612903225805,1.5417335473515248,1.065027880311003,2.18314606741573,2.0,1.0,2.8,2.125,4.857142857142858,3.8125,3.400000000000091,2.800000000046566,1.0,4.5,2.1886792452830193,1.9473684210526314,1.0,1.176515247374415,1.0,1.6,2.125,1.5227492739593418,2.875,1.75,9.35714285714289,1.0,7.0,10.0,1.0,3.400000000000091,1.0,10.0,6.150855365474339,4.1635581061692974,3.518518518518519,7.6
97.0,1.0,2.9596774193548385,1.5561797752808988,1.0664415298829812,2.1851685393258427,1.0,1.1578947368421053,1.0,1.0,4.857142857142858,7.75,7.600000000000136,1.900000000023283,5.5,7.0,2.1886792452830193,1.473684210526316,1.0,1.1992914083259523,1.0,1.6,2.125,1.5401742497579867,2.5535714285714284,1.75,9.35714285714289,1.0,10.0,5.5,3.25,7.0,4.0,10.0,6.332814930015552,4.680057388809182,3.086419753086421,3.4
98.0,1.0,3.467741935483871,1.563402889245586,1.0671483546689704,3.819325842696629,1.0,1.631578947368421,1.0,1.0,4.857142857142858,7.1875,7.0,2.800000000046566,1.0,7.0,2.867924528301887,3.3684210526315788,1.0,1.2078324686827786,1.0,3.4,2.125,1.3746369796708615,1.3214285714285714,1.0,9.35714285714289,1.0,10.0,5.5,1.0,7.0,4.0,10.0,6.17045101088647,4.757532281205165,5.518518518518519,4.0
100.0,1.0,2.741935483870968,1.5706260032102728,1.0685620042409487,2.500674157303371,5.0,1.4736842105263157,2.8,1.0,4.857142857142858,3.8125,3.400000000000091,2.800000000046566,1.0,3.5,2.018867924528302,2.1842105263157894,1.0,1.0714602049854487,1.0,2.8,2.125,1.548886737657309,2.446428571428571,1.75,9.35714285714289,1.0,7.0,10.0,1.0,2.7999999999999545,4.0,4.033707865168537,5.660964230171073,3.776183644189384,3.4567901234567913,7.6
101.0,1.0,3.5403225806451615,1.57784911717496,1.0692688290269379,3.036629213483146,6.0,1.4736842105263157,2.8,1.0,4.857142857142858,6.625,6.400000000000091,1.900000000023283,5.5,6.5,2.018867924528302,2.1842105263157894,1.0,1.1227065671264076,1.0,1.0,2.125,1.5575992255566313,2.9285714285714284,1.0,9.35714285714289,1.0,10.0,5.5,1.0,5.7999999999999545,4.0,10.0,5.1290824261275265,4.486370157819223,5.3086419753086425,4.6
103.0,1.0,2.0161290322580645,1.151685393258427,1.0706824785989162,2.2235955056179773,8.0,1.4736842105263157,2.8,1.0,4.857142857142858,7.75,7.600000000000136,2.800000000046566,1.0,7.5,2.018867924528302,1.473684210526316,1.0,1.2761609515373908,1.0,3.4,2.125,1.1481122942884803,1.8571428571428572,1.0,9.35714285714289,2.2857142857142856,10.0,5.5,1.0,7.0,4.0,7.674157303370777,6.080870917573872,5.609756097560975,6.333333333333332,3.4
107.0,1.0,1.5080645161290323,1.108346709470305,1.0735097777428728,3.01438202247191,5.0,1.0,2.8,1.0,4.857142857142858,3.8125,4.0,1.900000000023283,5.5,4.5,2.1886792452830193,1.473684210526316,1.0,1.2363026698722004,1.0,1.6,2.125,2.8616367553242212,1.375,1.75,9.35714285714289,1.0,7.0,10.0,1.0,3.400000000000091,4.0,10.0,6.1648522550544325,4.615494978479198,3.3580246913580254,7.0
109.0,1.0,3.685483870967742,1.606741573033708,1.074216602528862,2.9658426966292133,4.0,1.0,2.8,1.0,4.857142857142858,5.5,5.2000000000000455,10.0,5.5,5.0,1.8490566037735847,1.473684210526316,1.0,1.1796469695052512,1.0,2.8,2.125,2.8616367553242212,2.9821428571428568,2.5,9.35714285714289,1.0,10.0,5.5,3.25,4.0,4.0,10.0,4.6615863141524105,2.8981348637015785,3.7654320987654337,5.8
110.0,1.0,2.596774193548387,1.3972712680577848,1.0572528076651222,3.162022471910112,1.0,1.0,2.8,1.0,4.857142857142858,6.0625,5.7999999999999545,8.199999999953434,5.5,6.0,2.5283018867924527,1.473684210526316,1.0,1.3501834746298873,1.0,3.9999999999999996,2.125,2.8616367553242212,2.2857142857142856,1.75,9.35714285714289,1.0,7.0,10.0,3.25,5.2000000000000455,1.0,10.0,6.640746500777604,5.196556671449066,3.3950617283950635,5.2
111.0,1.0,1.435483870967742,1.6139646869983948,1.0749234273148511,3.2146067415730335,7.0,1.1578947368421053,4.6000000000000005,2.125,4.857142857142858,2.125,1.6000000000001364,1.900000000023283,5.5,1.5,2.1886792452830193,1.7105263157894737,1.0,1.293243072251044,1.0,1.6,2.125,1.5837366892545983,1.3214285714285714,2.5,9.35714285714289,1.0,10.0,5.5,1.0,7.0,4.0,10.0,5.227060653188181,3.5824964131994257,4.2592592592592595,9.4
113.0,1.0,1.7258064516129032,1.6284109149277688,1.0763370768868294,3.9730337078651683,4.0,1.0,4.6000000000000005,2.125,3.5714285714285716,2.6875,2.2000000000000455,1.900000000023283,10.0,3.0,4.905660377358491,6.2105263157894735,1.0,2.73155763634063,1.0,8.2,2.125,1.5924491771539206,3.0357142857142856,5.5,6.14285714285711,1.0,1.0,5.5,3.25,7.0,1.0,10.0,5.151477449455676,5.480631276901004,1.9382716049382722,8.8
116.0,1.0,1.3629032258064515,1.65008025682183,1.078457551244797,3.307640449438202,6.0,1.1578947368421053,1.0,1.0,4.857142857142858,7.75,7.600000000000136,2.800000000046566,1.0,7.5,2.5283018867924527,3.6052631578947367,1.0,1.1395039858281666,1.0,1.6,2.125,1.6098741529525653,1.2678571428571428,1.75,9.35714285714289,1.0,7.0,5.5,1.0,7.0,4.0,10.0,6.682737169517885,4.96413199426112,3.493827160493826,3.4
