,real_price,pre_price
232,35.8,33.75322
233,2.5,2.2247858
234,10.5,9.384703
235,5.38,4.213315
236,14.5,15.064494
237,39.8,43.716084
238,4.2,5.1862826
239,18.0,17.737211
240,15.5,13.589967
241,10.98,11.845463
242,61.88,56.48372
243,2.88,2.518844
244,20.3,21.060179
245,4.9,4.859221
246,1.68,1.6426528
247,9.4,7.721886
248,36.6,38.942947
249,7.8,8.518407
250,5.5,5.6733313
251,16.8,17.380108
252,10.38,11.435788
253,12.38,15.382803
254,29.8,30.84086
255,16.98,17.119772
256,13.5,18.361526
257,9.28,10.324078
258,6.8,5.3802004
259,16.88,14.574448
260,7.68,6.5428677
261,8.58,8.903636
262,9.7,9.203528
263,22.98,23.706675
264,10.5,9.032276
265,34.0,32.96691
266,31.8,31.998415
267,6.38,6.345801
268,8.68,9.668786
269,4.8,3.0039458
270,1.5,1.784199
271,0.88,1.8905411
272,21.38,16.547977
273,19.2,17.851942
274,1.1,1.6608484
275,25.3,22.76662
276,35.98,34.795876
277,20.6,20.39232
278,4.8,3.307108
279,25.9,26.921003
280,7.38,7.4080296
281,25.8,24.539482
282,9.6,12.897665
283,25.7,25.34027
284,6.68,6.0686054
285,25.8,20.725708
286,25.8,25.797174
287,0.98,0.92309415
288,11.28,9.836611
289,11.8,11.483673
290,7.8,7.76828
291,17.7,18.006575
292,7.68,7.300412
293,12.5,12.587483
294,8.7,8.79787
295,4.8,5.1418524
296,41.6,41.78122
297,6.88,7.140806
298,7.13,6.3925915
299,34.0,31.868164
300,34.5,33.5619
301,2.95,3.2449477
302,6.8,6.747592
303,10.6,10.205508
304,1.18,1.7087269
305,26.5,25.759375
306,19.8,18.041075
307,6.88,8.81905
308,6.38,7.6225095
309,16.95,17.345232
310,5.3,4.4674964
311,2.99,3.7820501
312,6.88,7.0507374
313,12.68,13.008364
314,14.38,11.902208
315,13.98,13.123627
316,9.2,8.098113
317,10.5,12.756855
318,13.38,12.430056
319,13.98,13.397891
320,14.5,15.0208235
321,9.8,11.877073
322,11.98,10.296306
323,6.68,6.877019
324,19.5,20.04686
325,10.2,10.864923
326,12.9799,12.773803
327,7.0,7.3557405
328,9.25,8.5318575
329,7.5,8.589102
330,6.28,5.4803495
331,39.8,33.73864
332,5.2,4.8570704
333,11.1,10.317381
334,3.2,3.242466
335,7.2,8.495592
336,23.2,21.886076
337,15.3,14.234942
338,8.4,7.530377
339,19.6,17.429033
340,8.8,8.836404
341,18.8,16.133133
342,3.58,3.5255213
343,6.6,6.472835
344,12.58,11.182487
345,48.98,42.834316
346,7.2,6.325121
347,6.4,6.1764035
348,5.8,5.6288095
349,11.9799,12.624524
350,14.2,14.413054
351,6.25,5.880181
352,12.2,9.717432
353,7.88,8.617971
354,44.8,46.75572
355,6.19,6.7536173
356,15.8,14.350052
357,3.98,4.5857787
358,4.58,4.0982246
359,10.9,11.688945
360,17.18,17.75373
361,15.38,14.997451
362,14.0,14.370033
363,11.18,13.946471
364,13.2,13.192925
365,14.8,15.534753
366,10.63,9.715182
367,5.6,7.4499717
368,57.6,51.85196
369,5.86,6.7870026
370,5.7,6.663134
371,27.48,24.456406
372,5.88,5.35369
373,11.58,9.463937
374,3.98,3.370096
375,17.2,18.400816
376,14.58,13.962346
377,7.58,7.2606897
378,7.98,7.4194674
379,11.98,11.45286
380,6.5,6.7844343
381,14.0,14.843311
382,3.28,4.0109296
383,15.0,19.19415
384,14.6,15.027268
385,8.9799,10.543855
386,7.0,4.3144274
387,2.8,3.2873228
388,7.0,7.800677
389,7.6,7.4788566
390,3.5,4.511217
391,3.78,2.6680825
392,6.68,6.391815
393,69.8,69.97639
394,45.6,44.438053
395,7.4,5.55827
396,4.48,5.893052
397,21.38,22.323145
398,6.8,7.5502324
399,17.88,16.223331
400,2.88,2.5231626
401,6.8,7.1846676
402,3.7,3.8674989
403,16.88,15.516236
404,5.8,5.052973
405,19.75,21.903967
406,8.9,9.854771
407,8.3,9.421055
408,7.5,8.597735
409,12.9799,12.528753
410,3.28,2.8524575
411,12.38,17.047417
412,10.8,10.473007
413,5.0,5.840704
414,2.68,3.528809
415,11.3,11.049293
416,23.75,20.118961
417,4.98,5.510211
418,19.98,19.81749
419,38.5,36.772003
420,48.98,46.05511
421,6.3,4.336276
422,7.55,7.2620773
423,36.8,35.0729
424,17.48,17.660826
425,5.38,4.903192
426,3.48,3.978364
427,4.2,4.6581783
428,13.1,11.763759
429,3.8,4.0202384
430,5.98,9.876591
431,14.5,14.8467865
432,12.98,14.053011
433,12.3,12.866263
434,7.98,8.886091
435,25.88,24.707903
436,106.88,90.418365
437,4.8,4.791112
438,10.5,9.940761
439,19.9899,19.815468
440,20.88,20.252691
441,10.68,7.9378214
442,7.0,7.8329353
443,2.5299,2.0924046
444,22.88,21.808584
445,1.98,2.681949
446,7.08,7.305542
447,10.8,9.239648
448,23.8,23.349072
449,39.8,38.75974
450,8.3,7.9395227
451,12.8,11.066903
452,16.8,15.979037
453,6.2,6.150671
454,5.8,6.280489
455,15.62,12.957049
456,13.95,12.784066
457,9.0,9.88408
458,42.8,42.700623
459,9.69,8.747521
460,10.8,9.5856495
461,11.3,9.272601
462,5.38,5.219249
463,7.58,6.22795
464,24.8,25.679598
465,12.3,13.038224
466,9.28,9.281535
467,22.0,22.098232
468,7.88,7.2541103
469,13.4,10.514886
470,2.55,3.0278318
471,14.88,13.735506
472,23.5799,24.101063
473,8.5,8.850691
474,5.2,5.228763
475,2.58,3.1356108
476,30.0,30.328964
477,2.7,2.229785
478,14.28,12.548142
479,22.5,21.877123
480,11.38,11.120265
481,32.8,28.263636
482,9.9,11.632729
483,16.98,16.444016
484,11.5,10.711458
485,15.48,17.406317
486,21.98,24.942007
487,9.8,10.572925
488,9.8,9.150628
489,25.8,27.683777
490,18.98,17.684816
491,11.58,13.252143
492,11.78,11.27472
493,14.5,14.123512
494,13.8,14.843626
495,10.6,10.068685
496,9.7,9.829151
497,22.68,20.134048
498,5.5,5.8646874
499,20.28,22.00996
500,2.2,1.8913746
501,12.8,12.848471
502,31.5,31.191828
503,9.68,10.909637
504,17.2,17.25837
505,27.6,26.937075
506,9.5,9.466521
507,8.2,7.8607445
508,20.5,18.701555
509,7.5,6.9988737
510,13.48,13.590551
511,6.8,5.886253
512,7.63,5.923188
513,27.0,28.268913
514,6.6,7.3280005
515,10.0,8.892601
516,10.5,12.941108
517,21.0,23.64165
518,6.28,6.191392
519,5.68,5.4093804
520,9.55,9.419822
521,11.88,11.722848
522,14.6,14.80482
523,11.8,8.39689
524,16.4,15.922338
525,8.88,9.002467
526,14.38,15.726827
527,15.58,16.237799
528,9.68,9.127663
529,6.28,6.552402
530,4.88,6.1352887
531,13.2,9.523524
532,19.8,20.151932
533,16.18,16.429699
534,16.98,15.412449
535,9.8,9.04785
536,6.2,6.880033
537,13.0,14.640923
538,13.5,8.86553
539,17.5,15.907875
540,17.7,15.525895
541,26.2,26.13373
542,16.6,15.919394
543,5.35,4.4103866
544,23.95,24.178759
545,21.2,20.259356
546,22.5,22.459206
547,36.88,34.80344
548,9.5,9.89943
549,9.68,9.989061
550,12.98,16.548838
551,11.88,12.044372
552,8.68,8.468044
553,21.3799,21.055603
554,11.38,9.724913
555,0.88,0.9753596
556,3.0,3.740902
557,8.5,7.9846244
558,9.0,9.123395
559,115.0,105.45616
560,11.68,10.423137
561,12.3,12.202805
562,4.98,4.8435774
563,6.0,6.4603457
564,1.8,1.9505754
565,6.98,7.217335
566,25.0,26.846592
567,7.0,7.488624
568,4.8,4.92531
569,16.5,14.310409
570,7.98,7.620639
571,20.5,21.092756
572,41.68,37.900864
573,23.98,23.846802
574,16.9,17.486624
575,38.12,38.05682
576,9.1,9.2832775
577,12.0,13.967506
578,7.0,7.5528293
579,3.6,2.9480748
580,7.98,7.3326635
581,22.0,22.06973
582,11.9,13.131196
583,16.2,17.036896
584,5.3,7.86695
585,12.8,12.705358
586,11.5,10.364381
587,27.5,24.480722
588,9.8,9.186503
589,10.38,9.347768
590,59.8,53.939285
591,43.8,42.35416
592,8.9,8.772162
593,13.99,13.64191
594,1.98,2.681949
595,12.8,13.099336
596,13.0,13.9585
597,34.5,31.797064
598,6.2,6.7640667
599,50.8,44.6738
600,8.58,9.148481
601,132.9,132.73848
602,18.88,20.753344
603,11.4,11.859865
604,5.48,5.2186747
605,9.98,10.595605
606,68.0,67.079346
607,16.38,18.444128
608,4.18,3.8189938
609,9.68,10.476512
610,1.88,2.5405567
611,6.9,5.731204
612,12.7,10.674853
613,18.38,18.453413
614,1.9,1.9978032
615,5.68,5.8352923
616,6.58,5.635132
617,13.2,13.064125
618,9.3,9.335782
619,8.58,9.740669
620,11.38,9.912052
621,15.0,14.152139
622,20.5,23.758121
623,6.5,5.8727903
624,7.98,7.3060026
625,41.8,39.99479
626,17.68,17.295168
627,4.68,5.7780495
628,2.45,2.8953502
629,13.88,12.816601
630,10.8,9.384552
631,58.79,54.1377
632,16.8,17.116053
633,3.18,2.9726455
634,4.8,5.789587
635,4.98,4.6501274
636,17.2,16.944262
637,4.98,4.2625546
638,7.0,7.841161
639,9.98,9.873375
640,19.8,21.488195
641,29.85,30.392275
642,17.5,16.927322
643,1.98,2.5008178
644,35.88,25.077276
645,15.7,16.04335
646,16.47,13.916661
647,5.68,5.0301332
648,4.68,4.3489084
649,9.8,9.072248
650,18.38,20.322124
651,5.13,5.084129
652,21.56,22.271017
653,5.68,3.4631174
654,6.6,6.370818
655,4.88,4.624225
656,3.98,5.015114
657,2.88,2.8572986
658,6.9,6.3618073
659,5.9,4.994809
660,6.3,6.8289156
661,18.5799,18.752663
662,3.5,2.807139
663,62.3,56.39384
664,16.8,17.239273
665,10.5,9.604449
666,12.5,13.366025
667,8.68,7.5520453
668,4.6,3.447984
669,21.0,22.200432
670,12.88,14.2888365
671,24.5,24.126034
672,14.5,14.191663
673,3.68,2.9770494
674,7.88,8.386412
675,3.2,4.0501184
676,15.3,14.047036
677,31.8,32.739544
678,1.68,0.7922291
679,8.1,8.013535
680,12.0,11.229291
681,4.98,5.357119
682,8.65,8.197531
683,7.28,6.7094135
684,9.98,10.704653
685,5.9,6.230917
686,17.6,21.086794
687,6.98,8.097554
688,82.8,79.34269
689,10.8,10.805626
690,7.4,6.9199214
691,9.6,11.442433
692,13.8,13.1230755
693,2.15,1.9875467
694,3.2,2.6921883
695,25.8,28.266863
696,18.38,18.082697
697,9.0,9.245112
698,9.48,9.680612
699,6.9,5.6563506
700,4.0,5.0010414
701,22.2,20.115038
702,19.22,19.93698
703,5.0,4.1865635
704,3.5,3.7723641
705,7.6,8.075509
706,24.8,25.018087
707,20.38,19.880165
708,6.28,5.5434966
709,16.98,15.864418
710,8.88,8.400697
711,6.69,7.037348
712,54.5,44.37942
713,6.8,6.578067
714,46.0,47.102383
715,34.5,32.89543
716,8.5,8.113798
717,8.28,6.305735
718,13.68,13.386968
719,2.75,2.4979255
720,1.2,2.0303621
721,15.38,14.052691
722,2.1,2.279401
723,72.5,78.94786
724,15.6,13.404759
725,4.8,5.4779058
726,9.58,9.149545
727,9.0,10.044467
728,3.2,2.700595
729,42.28,44.63587
730,25.0,22.94921
731,36.5,34.20312
732,2.99,3.130409
733,1.65,1.6777256
734,9.58,8.970602
735,22.5,18.843868
736,8.2,7.460663
737,20.9,19.425337
738,9.3,8.844909
739,22.8,23.183483
740,6.28,5.9759207
741,16.5,16.902157
742,21.8,23.600124
743,19.5,18.562786
744,23.2,22.387379
745,25.8,23.847338
746,3.88,4.451212
747,3.68,3.926139
748,16.68,16.248257
749,8.2,8.414673
750,24.78,26.335152
751,14.3,14.88597
752,29.5,26.092041
753,53.88,54.1589
754,10.5,11.04856
755,4.68,6.449601
756,14.6,12.410264
757,22.6,23.115206
758,21.3,24.265732
759,13.0,11.656996
760,20.8,19.852558
761,11.3,12.180443
762,9.48,8.57724
763,18.8,18.244757
764,6.5,9.792994
765,10.98,5.681693
766,12.38,11.087267
767,6.69,6.4040112
768,7.38,7.536401
769,7.8,15.582976
770,36.0,34.731983
771,4.39,5.321089
772,21.5,21.857504
773,11.5,11.129104
774,1.42,1.6263251
775,6.3,7.232299
776,12.35,14.821142
777,12.28,11.46067
778,4.8,4.92263
779,42.08,41.097034
780,7.2,7.3264847
781,21.1,20.662342
782,9.68,9.498599
783,27.999,27.826828
784,13.6,13.273978
785,16.68,17.360023
786,22.58,19.73397
787,2.2,2.278853
788,22.5,20.834711
789,16.98,17.217707
790,17.2,16.91796
791,15.68,13.91435
792,14.8,14.491919
793,4.0,4.2788177
794,14.8,16.521017
795,13.38,12.505229
796,25.0,27.311722
797,5.8,4.998599
798,7.68,8.02404
799,4.0,5.32106
800,9.0,5.3841076
801,11.4,11.853232
802,4.8,4.638594
803,17.88,16.762756
804,11.5,11.1108265
805,12.2,10.976587
806,14.8,13.868964
807,3.48,3.99307
808,8.0,9.066031
809,17.2,16.701632
810,7.6,7.9983363
811,13.4,12.427914
812,4.8,5.4681015
813,11.55,10.7603245
814,13.88,12.807636
815,5.5,5.821392
816,3.68,3.8664827
817,15.38,14.371742
818,9.78,9.527318
819,27.0,25.627216
820,11.5,12.48733
821,3.6,2.6180782
822,2.8,2.54728
823,35.66,59.795727
824,6.82,7.315853
825,8.28,6.886604
826,6.18,6.4469156
827,5.0,6.156815
828,5.98,7.8765717
829,1.28,1.5779915
830,9.18,7.9454556
831,11.5,12.072198
832,11.0,11.4501705
833,8.68,9.944195
834,6.98,6.9538703
835,12.8,12.227497
836,6.45,6.252611
837,13.58,13.051624
838,6.3,7.8734293
839,2.38,2.1466327
840,8.38,8.349967
841,10.88,10.206613
842,16.68,17.288317
843,5.38,5.0061674
844,2.25,2.1078713
845,5.6,4.604701
846,9.98,12.053155
847,15.6,14.576941
848,14.3,15.322852
849,9.8,9.154122
850,6.18,6.0929885
851,14.5,12.588944
852,16.8,17.60636
853,2.68,3.175736
854,63.0,63.857815
855,7.8,7.5283318
856,5.6,5.383848
857,8.78,7.7386646
858,5.88,5.688293
859,11.0,10.982256
860,4.4,4.42982
861,9.38,10.465296
862,29.5,30.783255
863,23.5,26.262175
864,11.88,12.508015
865,5.1,5.6874022
866,17.7,17.331856
867,21.5,22.344845
868,29.8,33.782356
869,26.0,26.689201
870,21.5,21.013865
871,20.98,21.965967
872,9.28,8.434338
873,9.0,9.465747
874,10.58,9.614492
875,24.5,22.274
876,30.5,35.97912
877,22.8,21.43121
878,14.4,14.549468
879,14.2,15.568007
880,19.3,19.168377
881,16.18,13.496814
882,6.4,6.1844835
883,9.9,10.166844
884,7.5,9.023346
885,16.8,15.84493
886,24.0,24.624989
887,7.3,6.9219313
888,6.9,6.4482307
889,7.2,8.757012
890,21.0,20.502588
891,25.8,25.449654
892,3.98,3.8961513
893,26.18,23.356695
894,20.3,20.408794
895,4.36,5.8213487
896,51.7,48.278797
897,4.3,4.416765
898,3.98,5.6783605
899,3.68,3.1166701
900,11.5,12.361228
901,2.8,2.1209347
902,75.99,78.62958
903,36.0,33.383705
904,5.8,5.418585
905,1.99,4.1677322
906,7.68,9.154989
907,15.43,17.801723
908,8.2,7.8319283
909,13.0,13.311131
910,1.86,2.7700922
911,35.8,33.78476
912,15.98,16.492123
913,6.58,7.1204534
914,9.58,9.418455
915,13.38,11.659402
916,6.3,6.9992156
917,27.6,21.400667
918,9.88,10.212694
919,12.5,14.404639
920,8.44,7.9002748
921,8.6,8.589166
922,26.28,24.727343
923,7.38,5.5279284
924,4.78,3.469271
925,9.0,9.567739
926,5.65,5.7279224
927,5.9,6.404495
928,45.8,45.119232
929,3.88,6.472879
930,16.0,15.526427
931,9.5,9.408259
932,3.8,4.675169
933,11.0,12.74395
934,16.5,16.89475
935,5.4,6.011966
936,17.66,16.559475
937,12.8,9.547986
938,2.58,2.3916767
939,25.38,23.345585
940,5.18,4.5323777
941,16.58,16.008255
942,10.0,10.21104
943,12.0,11.651885
944,14.8,14.084825
945,4.6,4.5610895
946,1.95,1.4575655
947,15.8,16.40808
948,9.58,10.72709
949,4.68,7.0125613
950,21.8,20.11666
951,22.8,20.63468
952,6.5,6.8931003
953,11.5,12.9908495
954,16.38,14.962634
955,7.68,7.3344665
956,25.8,28.389076
957,3.38,4.4374084
958,51.5,53.44027
959,9.86,7.2835436
960,4.98,5.8220916
961,5.9,5.527352
962,8.5,9.991593
963,17.5799,16.166265
964,18.2,16.859241
965,6.2,5.965391
966,10.5,10.296326
967,10.3,11.272931
968,4.88,5.9432006
969,36.0,38.350315
970,13.28,12.02344
971,8.4,7.9575386
972,20.98,23.176489
973,19.68,20.419806
974,12.8,10.149308
975,8.26,8.800854
976,10.6,11.244839
977,7.0,7.7672505
978,11.3,13.2105665
979,8.9,8.066734
980,3.4,2.8264213
981,8.3,6.8387446
982,9.45,9.871994
983,12.88,10.518494
984,7.58,7.4703617
985,4.28,6.05073
986,17.18,18.030155
987,10.0,8.7468195
988,8.3,7.6211414
989,17.26,17.073725
990,4.6,3.9017897
991,18.8,17.441889
992,9.98,9.173976
993,23.58,25.577253
994,35.8,35.67913
995,4.88,5.7678533
996,9.25,9.25386
997,27.9,27.75887
998,6.12,6.49438
999,6.0,6.1264124
1000,23.32,23.215391
1001,11.38,11.325364
1002,7.95,8.197017
1003,8.8,10.208218
1004,12.8,14.913781
1005,7.48,6.314405
1006,18.6,17.46083
1007,8.6,7.647949
1008,8.8,7.123556
1009,21.4,20.08392
1010,16.38,15.71361
1011,27.38,25.556868
1012,22.3,20.376114
1013,47.98,48.40689
1014,1.58,2.360773
1015,10.6,9.793148
1016,6.5,6.45074
1017,8.18,9.364684
1018,1.38,1.0716612
1019,8.88,9.297745
1020,38.7,40.174152
1021,13.5,14.719491
1022,8.8,9.696175
1023,10.8,11.632066
1024,6.4,5.3918486
1025,22.88,24.220325
1026,16.28,15.99861
1027,21.0,22.012873
1028,7.5,8.768815
1029,26.28,22.883593
1030,7.8,7.588239
1031,9.8,9.151366
1032,11.98,10.421995
1033,9.7,4.825956
1034,3.3,2.9620059
1035,8.4,10.430457
1036,6.1,10.826177
1037,4.2,4.42936
1038,9.2,10.169568
1039,3.7,3.9242284
1040,8.2,8.975364
1041,10.5,10.276744
1042,4.8,4.9698386
1043,22.3,22.197126
1044,19.6,18.496729
1045,5.45,4.5586457
1046,3.5,5.736412
1047,21.98,21.691998
1048,39.78,34.281475
1049,31.2,30.734282
1050,5.28,6.4606795
1051,8.7,10.96101
1052,4.28,2.960122
1053,16.8,17.848372
1054,11.88,11.631279
1055,7.0,7.0665965
1056,4.18,3.1838374
1057,8.68,9.063563
1058,7.38,5.9149323
1059,26.0,23.924046
1060,57.5,65.40215
1061,21.58,21.055237
1062,7.98,8.214738
1063,7.8,7.5623407
1064,11.98,12.936139
1065,32.3,22.788103
1066,22.8,18.676517
1067,4.68,3.6971483
1068,17.5,21.605925
1069,10.3,10.946772
1070,13.88,15.13178
1071,17.68,18.365044
1072,42.8,38.315197
1073,2.92,3.4359164
1074,5.38,5.227222
1075,9.21,8.825343
1076,5.68,5.361353
1077,20.3,20.58383
1078,21.98,22.185669
1079,13.68,11.106663
1080,7.58,7.8669887
1081,9.0,8.526678
1082,8.75,9.606761
1083,20.88,20.959969
1084,3.28,4.0523005
1085,16.98,14.202168
1086,20.8,22.096985
1087,18.4,23.898708
1088,13.5,12.654228
1089,7.9,6.5192747
1090,23.88,23.184793
1091,36.5,37.455963
1092,18.0,16.466076
1093,9.78,8.158456
1094,6.5,6.155367
1095,4.88,4.3602686
1096,21.38,21.370663
1097,3.2,3.3969946
1098,7.65,7.3197465
1099,19.68,16.420376
1100,4.45,4.3262115
1101,4.18,3.2836983
1102,38.0,37.101353
1103,19.9,19.905148
1104,22.8,22.842152
1105,3.5,3.0227153
1106,0.9,1.0080168
1107,3.59,2.2353003
1108,7.3,5.8984327
1109,5.68,5.0341554
1110,20.38,20.771866
1111,6.68,8.542159
1112,31.98,31.898954
1113,5.2,5.185689
1114,3.98,3.7861326
1115,14.8,15.737328
1116,11.08,12.120496
1117,10.88,10.188094
1118,18.0,21.865793
1119,7.3,7.1278267
1120,7.18,6.42355
1121,4.58,5.354571
1122,10.98,10.6804495
1123,12.79,12.081299
1124,5.15,5.210846
1125,19.48,18.596386
1126,2.58,2.1545136
1127,4.0,5.4859114
1128,12.28,11.140669
1129,5.6,5.9774513
1130,6.98,4.456105
1131,14.88,19.658031
1132,7.98,6.943326
1133,3.5,2.41049
1134,2.3,2.459959
1135,2.68,1.187304
1136,33.5,32.82131
1137,19.28,18.008755
1138,27.0,27.681124
1139,55.0,51.097485
1140,18.98,20.037275
1141,37.0,36.285976
1142,9.8,8.632767
1143,20.5,18.826857
1144,13.3,12.119351
1145,14.18,15.380889
1146,8.8,9.52999
1147,12.38,13.174671
1148,6.98,6.8684025
1149,7.98,8.111823
1150,7.8,8.502994
1151,7.16,6.3761196
1152,8.68,9.085907
1153,21.5,22.771358
1154,5.88,5.6096334
1155,3.78,3.980829
1156,27.38,25.935402
1157,3.0,3.4644256
1158,13.2,12.996439
1159,24.3,23.341097
1160,39.68,33.472645
1161,13.4,13.883544
1162,10.98,9.565651
1163,12.38,12.242029
1164,16.2,15.952399
1165,8.4,6.9521255
1166,6.68,7.2893767
1167,16.9,18.067438
1168,10.4,11.497924
1169,21.5,20.918476
1170,5.65,5.9166374
1171,31.8,34.186306
1172,13.8,13.754773
1173,6.68,6.8358965
1174,8.28,8.377754
1175,13.18,14.336589
1176,18.38,15.772259
1177,17.6,16.629532
1178,56.8,56.48794
1179,15.38,15.415725
1180,7.2,6.0594425
1181,7.18,7.149459
1182,5.5,5.729002
1183,27.5,22.964891
1184,1.4,1.5632895
1185,14.1,14.133357
1186,10.88,9.165795
1187,17.5,17.677065
1188,7.6,7.1146407
1189,10.5,10.073412
1190,55.28,64.60454
1191,28.58,28.596928
1192,6.2,6.1594286
1193,31.0,29.04965
1194,17.8,17.566343
1195,16.18,15.575803
1196,5.43,5.6927533
1197,2.0,2.522056
1198,32.88,33.581924
1199,21.98,21.13534
1200,18.6,19.225714
1201,6.8,6.629069
1202,11.3,12.059828
1203,23.32,24.43689
1204,8.18,7.2393694
1205,5.8,3.5504022
1206,7.1,7.085778
1207,0.57,0.27691716
1208,11.0,10.898053
1209,6.78,5.092596
1210,15.8,14.108055
1211,19.8,20.292437
1212,7.0,7.229736
1213,13.8,13.523022
1214,16.0,16.551
1215,8.08,8.756968
1216,9.0,9.915658
1217,18.3,19.562828
1218,0.7,0.70031875
1219,20.8,18.765005
1220,8.8,7.3429384
1221,26.5,30.019497
1222,8.84,9.120035
1223,9.2,8.098113
1224,23.98,25.11769
